Результат расчета с распределением uniform
X:-114.225 Y:-106.019 Z:-100.590  
X:-93.038 Y:-85.275 Z:-79.333  
X:-60.793 Y:-50.894 Z:-44.843  
X:-35.633 Y:-25.460 Z:-12.262  
X:-0.000 Y:-0.000 Z:-8.765  
X:-24.640 Y:-58.690 Z:-64.105  
X:-74.217 Y:-89.339 Z:-106.775  
X:-118.098 Y:-122.809 Z:-125.985  
X:-131.928 Y:-132.043 Z:-136.417  
X:-139.384 Y:-138.460 Z:-137.709  
X:-145.507 Y:-236.312 Z:-190.044  
X:-134.626 Y:-132.068 Z:-135.119  
X:-130.562 Y:-126.021 Z:-116.853  
X:-111.665 Y:-103.922 Z:-98.040  
X:-84.006 Y:-72.931 Z:-63.449  
X:-50.355 Y:-41.010 Z:-27.889  
X:-13.168 Y:-0.000 Z:-0.000  
X:-10.010 Y:-29.452 Z:-62.632  
X:-67.498 Y:-93.924 Z:-105.641  
X:-119.343 Y:-126.328 Z:-135.430  
X:-138.569 Y:-145.959 Z:-146.804  
X:-148.464 Y:-157.694 Z:-155.969  
X:-158.439 Y:-229.258 Z:-203.156  
X:-268.853 Y:-153.691 Z:-142.030  
X:-152.256 Y:-137.411 Z:-133.700  
X:-130.639 Y:-112.085 Z:-104.072  
X:-103.569 Y:-93.140 Z:-81.567  
X:-71.028 Y:-57.081 Z:-41.882  
X:-30.133 Y:-15.809 Z:-0.000  
X:-0.000 Y:-12.412 Z:-36.407  
X:-65.018 Y:-99.744 Z:-108.915  
X:-120.598 Y:-132.819 Z:-140.490  
X:-147.513 Y:-152.918 Z:-158.094  
X:-160.136 Y:-164.962 Z:-165.143  
X:-181.083 Y:-259.513 Z:-273.520  
X:-207.548 Y:-303.418 Z:-132.385  
X:-176.228 Y:-173.268 Z:-158.626  
X:-151.212 Y:-139.599 Z:-133.866  
X:-123.597 Y:-106.736 Z:-94.192  
X:-78.371 Y:-66.886 Z:-60.520  
X:-47.115 Y:-35.976 Z:-20.126  
X:-0.000 Y:-0.000 Z:-14.966  
X:-41.287 Y:-77.471 Z:-120.467  
X:-121.431 Y:-131.013 Z:-139.612  
X:-145.766 Y:-147.788 Z:-112.276  
X:-135.615 Y:-174.036 Z:-217.980  
X:-258.581 Y:-290.317 Z:-285.406  
X:-240.406 Y:-234.722 Z:-316.567  
X:-148.737 Y:-156.926 Z:-153.577  
X:-152.124 Y:-148.935 Z:-147.003  
X:-123.568 Y:-138.432 Z:-122.833  
X:-100.198 Y:-80.044 Z:-68.418  
X:-64.268 Y:-57.177 Z:-40.640  
X:-22.085 Y:-0.000 Z:-0.000  
X:-17.020 Y:-41.634 Z:-75.769  
X:-175.452 Y:-149.563 Z:-148.425  
X:-145.486 Y:-131.649 Z:-164.112  
X:-192.708 Y:-233.203 Z:-264.984  
X:-303.505 Y:-353.149 Z:-288.848  
X:-256.774 Y:-252.916 Z:-246.827  
X:-310.004 Y:-181.080 Z:-201.559  
X:-205.635 Y:-197.672 Z:-177.250  
X:-173.457 Y:-152.103 Z:-138.006  
X:-121.435 Y:-117.082 Z:-94.382  
X:-81.581 Y:-69.680 Z:-57.913  
X:-43.527 Y:-24.593 Z:-0.000  
X:-0.000 Y:-16.232 Z:-42.880  
X:-85.667 Y:-107.122 Z:-141.212  
X:-163.635 Y:-182.126 Z:-206.122  
X:-243.033 Y:-271.414 Z:-318.796  
X:-314.630 Y:-268.812 Z:-273.454  
X:-253.141 Y:-260.521 Z:-253.642  
X:-267.393 Y:-263.466 Z:-214.536  
X:-239.721 Y:-239.898 Z:-238.525  
X:-222.329 Y:-203.258 Z:-182.465  
X:-184.834 Y:-146.504 Z:-137.854  
X:-115.823 Y:-101.658 Z:-86.008  
X:-70.155 Y:-51.689 Z:-26.746  
X:-0.000 Y:-0.000 Z:-15.723  
X:-28.336 Y:-55.572 Z:-107.345  
X:-128.082 Y:-129.297 Z:-132.994  
X:-165.308 Y:-211.369 Z:-222.198  
X:-226.796 Y:-239.631 Z:-278.098  
X:-280.530 Y:-274.136 Z:-270.539  
X:-267.079 Y:-281.911 Z:-202.459  
X:-245.270 Y:-279.692 Z:-275.256  
X:-263.898 Y:-259.237 Z:-225.391  
X:-229.658 Y:-201.420 Z:-185.249  
X:-158.299 Y:-146.557 Z:-126.062  
X:-101.413 Y:-79.703 Z:-55.210  
X:-32.695 Y:-0.000 Z:-0.000  
X:-19.491 Y:-31.910 Z:-60.814  
X:-91.297 Y:-121.934 Z:-86.111  
X:-100.179 Y:-144.548 Z:-203.102  
X:-217.418 Y:-219.378 Z:-247.166  
X:-266.296 Y:-271.260 Z:-269.063  
X:-278.480 Y:-280.625 Z:-301.762  
X:-243.025 Y:-288.691 Z:-299.253  
X:-278.517 Y:-279.432 Z:-310.704  
X:-295.599 Y:-290.452 Z:-241.054  
X:-227.309 Y:-209.939 Z:-193.862  
X:-154.237 Y:-135.032 Z:-98.564  
X:-71.857 Y:-40.388 Z:-0.000  
X:-0.000 Y:-19.640 Z:-38.698  
X:-62.936 Y:-80.498 Z:-103.298  
X:-86.507 Y:-111.462 Z:-151.412  
X:-182.893 Y:-215.971 Z:-238.212  
X:-248.616 Y:-257.964 Z:-261.821  
X:-278.693 Y:-266.432 Z:-282.943  
X:-235.449 Y:-328.076 Z:-317.234  
X:-328.018 Y:-322.099 Z:-319.830  
X:-307.636 Y:-304.218 Z:-275.038  
X:-254.325 Y:-244.693 Z:-216.516  
X:-194.920 Y:-170.434 Z:-131.108  
X:-108.524 Y:-74.165 Z:-39.012  
X:-0.000 Y:-0.000 Z:-19.591  
X:-46.185 Y:-66.773 Z:-63.320  
X:-72.510 Y:-81.939 Z:-80.191  
X:-108.021 Y:-146.566 Z:-170.042  
X:-192.567 Y:-230.399 Z:-254.282  
X:-290.275 Y:-301.689 Z:-296.113  
X:-272.108 Y:-390.718 Z:-314.608  
X:-341.825 Y:-324.885 Z:-323.420  
X:-319.916 Y:-307.958 Z:-291.968  
X:-295.812 Y:-266.854 Z:-247.208  
X:-236.206 Y:-211.745 Z:-165.231  
X:-134.486 Y:-91.240 Z:-57.373  
X:-22.548 Y:-0.000 Z:0.000  
